0.01157781	0.9988498	0.009379274	0.02435194	-0.0009345734	0.009707203	0.999656	0.1890743	0.01546025	-0.1691498	0.003700025	0.1716952	0.05217241	-0.1952019	-0.8923131	0.06258641	-0.03550005	0.5205244	0.847226	0.1000126	-0.2482331	0.01336813	0.2638443	0.4793494	-0.2986432	0.3500934	0.07425179	-0.9023943	0.02616871	0.00645485	0.5011539	0.8641074	-0.04606442	-0.2230181	-0.01287281	0.1515711	-0.2202917	-0.2170334	-0.1752264	-0.2403522	-0.0244349	0.04424327	0.905362	0.1538806	0.3899956	0.06741137	0.3618192	-0.01560073	-0.1126817	0.4218945	0.1204008	0.7550313	0.2409418	-0.03780806	0.03813583	-0.9076238	0.04167634	0.4091796	-0.08399291	-0.1832709	-0.1132905	-0.02985567	0.3063549	-1.260445	0.2367786
0.01497851	0.9988992	0.007736922	0.02546269	-0.0002236613	0.009664452	0.999629	0.09505867	0.001859665	-0.04190352	0.05046347	-0.003866425	-0.006758807	-0.1983323	-0.8917069	0.06514796	-0.03707534	0.5208632	0.8466982	0.1021227	-0.08737675	0.01642495	0.06465286	0	0	0	0.07097647	-0.9021961	0.0295099	0.006590263	0.5029228	0.8631392	-0.04489889	-0.0858166	0.004985332	0.07799221	-0.1160207	0.0135712	-0.01814978	-0.2408128	-0.02492164	0.04212477	0.9041753	0.1530137	0.3931606	0.06692535	-0.01287058	-0.02308982	-0.07595395	0.1343731	-0.1741315	-0.04928989	0.2407333	-0.0380952	0.03801018	-0.9120173	0.03834627	0.4004223	-0.08010247	0.0003889203	-0.005836207	-0.006300341	0.2536033	-0.5166818	0.1954792
0.01791506	0.9989738	0.006585706	0.02603198	-0.001085223	0.009483539	0.9996156	0.08179577	0.00280559	-0.02714846	0.02240295	-0.09320347	-0.01529074	-0.2010271	-0.8912181	0.0668966	-0.03574081	0.5204415	0.8471734	0.1008008	-0.07057406	0.01232207	0.04095565	0.05557995	0.0785832	0.04716879	0.06853069	-0.9020619	0.03136819	0.007327039	0.5044671	0.8621875	-0.04574303	-0.06638043	0.003123879	0.03567483	-0.05342611	0.04292777	0.02159953	-0.2412102	-0.02597422	0.03917967	0.9036279	0.1502507	0.3958183	0.06488825	-0.02655163	-0.03408543	-0.08744185	0.2630883	-0.03938515	-0.0825389	0.2409677	-0.03819714	0.0377158	-0.9154658	0.03374189	0.39327	-0.07825194	0.01095705	0.002153814	-0.0001152791	0.1434765	-0.2757396	0.148561
0.02043156	0.9990863	0.005927025	0.02617891	-0.00334948	0.009233841	0.9996091	0.0686871	0.003271401	-0.01309783	0.00358573	-0.1453556	-0.01694705	-0.2030372	-0.8908854	0.06787834	-0.03548699	0.5195006	0.8479157	0.09949517	-0.05270272	0.00813961	0.02017133	0.08480614	0.09638683	0.06113301	0.06655111	-0.9019879	0.03188822	0.007543196	0.5043991	0.8621995	-0.04622813	-0.05484022	0.001346469	-0.006373683	0.03914144	0.07168754	0.02329826	-0.2425829	-0.027194	0.03629531	0.9046284	0.1469839	0.3954886	0.0602759	-0.0530599	-0.03734777	-0.09013345	0.3833211	0.02559582	-0.1880372	0.2414638	-0.03795161	0.03800249	-0.9162108	0.03264875	0.3918003	-0.07736596	0.007217153	0.008825865	0.01438033	-0.06587454	0.1359294	-0.005803814
0.0224942	0.9991919	0.005712517	0.02610458	-0.005944354	0.009044744	0.9996007	0.05520643	0.003212392	-0.001295968	-0.01737178	-0.1718012	-0.02207557	-0.2045406	-0.8906754	0.06824136	-0.03379413	0.5182919	0.8489555	0.09750231	-0.03243037	0.003847182	0.003393888	0.1452925	0.06562471	0.05425597	0.06487467	-0.9019722	0.03094328	0.008935822	0.5032365	0.8627892	-0.04762746	-0.04517119	-0.0001171231	-0.04819348	0.1340524	0.1317406	0.03427643	-0.2447475	-0.02846408	0.03317077	0.9056441	0.1395698	0.39652	0.05568872	-0.07367111	-0.04033472	-0.09695193	0.461835	-0.01690951	-0.2840604	0.2414489	-0.03760875	0.03867449	-0.9134937	0.03442755	0.3973539	-0.08033792	-0.001521706	0.01251927	0.01651067	-0.1887247	0.4010369	-0.07123698
0.02411199	0.9993004	0.005840627	0.02554429	-0.009087776	0.008649982	0.999595	0.04150534	0.003109574	0.006165734	-0.04307886	-0.19404	-0.03636946	-0.2051992	-0.8906289	0.06810459	-0.0340893	0.5155393	0.8506758	0.09699559	-0.009802579	-0.0006061792	-0.01173209	0.1046029	0.08222631	0.05546981	0.0635397	-0.9019957	0.02867532	0.01054638	0.5003418	0.8643499	-0.04946097	-0.01989383	-0.0001966953	-0.06064019	0.1384221	0.1662514	0.06128408	-0.2474943	-0.02988298	0.02983185	0.906577	0.1322727	0.3976256	0.0501679	-0.0844717	-0.04224021	-0.0967333	0.5325789	-0.003639574	-0.3194527	0.2413623	-0.03711699	0.0391032	-0.9103063	0.03625107	0.403982	-0.08262689	-0.007741078	0.01604358	0.00734495	-0.1852944	0.3220577	-0.06904881
0.02526122	0.9993992	0.006123566	0.0246029	-0.01242825	0.008010095	0.999588	0.02902734	0.00293523	0.01307342	-0.06000844	-0.172156	-0.04065125	-0.2051941	-0.8907158	0.06745922	-0.03208521	0.5155305	0.8510256	0.09462873	0.007214695	-0.004045665	-0.02630744	0.02918081	0.1470619	0.07278888	0.06354842	-0.9019853	0.0269006	0.0124691	0.4989958	0.8649401	-0.0522186	0.000715591	0.0001725554	-0.06161347	0.1064417	0.1503724	0.06609078	-0.250379	-0.03128009	0.02672189	0.9078767	0.1228514	0.3984295	0.04383932	-0.08649006	-0.03963327	-0.09486476	0.5357051	-0.05330239	-0.3323689	0.2409328	-0.03653918	0.03916416	-0.9085802	0.03811904	0.407101	-0.08542862	-0.01838833	0.01873595	0.009951609	-0.1915217	0.1653136	-0.1337216
0.02604715	0.9994961	0.006712188	0.02348238	-0.01484108	0.007460094	0.9995863	0.01820694	0.002673268	0.0262292	-0.05292382	-0.1199706	-0.03784421	-0.2047182	-0.8908986	0.06635077	-0.03107523	0.5150967	0.8515666	0.09243608	0.01511939	-0.005762279	-0.03728281	0.04436704	0.1046598	0.07319067	0.0635874	-0.9019842	0.02456776	0.01360085	0.4970397	0.8659449	-0.05390941	0.00300955	-0.0023067	-0.12469	0.1814605	0.1111676	0.04707853	-0.2532603	-0.0325252	0.02350753	0.9080299	0.1150111	0.4009538	0.03860929	-0.08845299	-0.0322511	-0.09127646	0.432306	-0.1548044	-0.292028	0.2401365	-0.03586793	0.03976664	-0.9073498	0.04243065	0.4091166	-0.08683357	-0.02698347	0.02116727	0.02886308	-0.1760251	-0.004773465	-0.1994486
0.02647502	0.9995774	0.007872179	0.02279155	-0.01644238	0.006869376	0.9995816	0.007754573	0.002141297	0.03158056	-0.03733687	-0.07022464	-0.0293614	-0.2041861	-0.8911	0.0649737	-0.03023375	0.5145186	0.8521223	0.09080049	0.0197766	-0.006578564	-0.04343379	0.02100156	0.08129008	0.05144303	0.06374905	-0.9021391	0.01858793	0.01457494	0.4935771	0.8678076	-0.05549904	0.0119755	-0.002700984	-0.09446055	0.1081686	0.08668964	0.03907287	-0.2562758	-0.03343016	0.02063679	0.907499	0.1080268	0.404392	0.03526225	-0.09100332	-0.02251848	-0.08541217	0.3716074	-0.1652467	-0.2850541	0.2391339	-0.03512803	0.04108836	-0.9078547	0.04656019	0.4072848	-0.08804374	-0.0309965	0.02171187	0.04571601	-0.188469	-0.1210341	-0.1942313
0.02656412	0.9996389	0.008817559	0.02220626	-0.01719457	0.006555196	0.9995841	-0.002715178	0.00157088	0.03241511	-0.03108741	-0.03913837	-0.01865059	-0.2033998	-0.8913372	0.06345518	-0.02958616	0.5146949	0.8521652	0.08960135	0.02631672	-0.007213354	-0.04421487	0.01007148	0.0651466	0.04020563	0.06438577	-0.9021642	0.01827039	0.01526124	0.4937738	0.8676177	-0.05652194	0.01783613	-0.00190705	-0.01452254	-0.09153495	0.07989286	0.07345929	-0.2593272	-0.03402643	0.01781339	0.9072682	0.1011888	0.406958	0.03179992	-0.08307426	-0.01193963	-0.06968024	0.248894	-0.1890381	-0.2330238	0.23807	-0.03442047	0.04281438	-0.9081359	0.05122348	0.4057316	-0.08970957	-0.02986215	0.01969836	0.0523585	-0.2179976	-0.09017886	-0.1482727
